loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score
0.6483683586120605,0.8745644688606262,0.007662833668291569,0.5744625329971313,0.9435483813285828,0.0
0.4595300257205963,0.9616724848747253,0.0,0.31244727969169617,0.9435483813285828,0.0
0.21517345309257507,0.9616724848747253,0.0,0.2512562572956085,0.9435483813285828,0.0
0.18770699203014374,0.9616724848747253,0.0,0.26406019926071167,0.9435483813285828,0.0
0.17447303235530853,0.9616724848747253,0.0,0.21924415230751038,0.9435483813285828,0.0
0.15807440876960754,0.9616724848747253,0.0,0.20992368459701538,0.9435483813285828,0.0
0.1523444652557373,0.9616724848747253,0.0,0.20672017335891724,0.9435483813285828,0.0
0.14679010212421417,0.9616724848747253,0.0,0.2075880616903305,0.9435483813285828,0.0
0.14496096968650818,0.9651567935943604,0.11111108958721161,0.20771875977516174,0.9435483813285828,0.0
0.14179478585720062,0.9651567935943604,0.11111108958721161,0.19299279153347015,0.9435483813285828,0.0
0.1392325758934021,0.9616724848747253,0.07407405972480774,0.19313722848892212,0.9435483813285828,0.0
0.1360498070716858,0.9616724848747253,0.0555555485188961,0.1869213879108429,0.9435483813285828,0.0
0.13424749672412872,0.9616724848747253,0.11111108958721161,0.1855017989873886,0.9516128897666931,0.166666641831398
0.13477112352848053,0.9616724848747253,0.07407405972480774,0.19034560024738312,0.9516128897666931,0.166666641831398
0.13130654394626617,0.9616724848747253,0.07407405972480774,0.17632333934307098,0.9516128897666931,0.166666641831398
0.1296241581439972,0.9616724848747253,0.07407405972480774,0.1724521368741989,0.9516128897666931,0.166666641831398
0.1243395134806633,0.9616724848747253,0.0555555522441864,0.1809379607439041,0.9516128897666931,0.166666641831398
0.12219241261482239,0.9616724848747253,0.07407405972480774,0.16815929114818573,0.9516128897666931,0.166666641831398
0.1163189485669136,0.9651567935943604,0.08888888359069824,0.1627606898546219,0.9516128897666931,0.166666641831398
0.11335184425115585,0.9651567935943604,0.166666641831398,0.1643049269914627,0.9516128897666931,0.166666641831398
0.1066349670290947,0.9651567935943604,0.22222217917442322,0.1514185070991516,0.9516128897666931,0.166666641831398
0.10217618942260742,0.9651567935943604,0.12962961196899414,0.14605481922626495,0.9516128897666931,0.166666641831398
0.0958012118935585,0.9651567935943604,0.16296294331550598,0.14843648672103882,0.9516128897666931,0.166666641831398
0.09058777987957001,0.9686411023139954,0.277777761220932,0.13373272120952606,0.9516128897666931,0.166666641831398
0.08593247085809708,0.9686411023139954,0.333333283662796,0.1291622817516327,0.9516128897666931,0.166666641831398
0.08500662446022034,0.9686411023139954,0.24867719411849976,0.12205969542264938,0.9435483813285828,0.166666641831398
0.07959168404340744,0.9721254110336304,0.2740740478038788,0.13170970976352692,0.9435483813285828,0.166666641831398
0.07665971666574478,0.9721254110336304,0.2888888418674469,0.11411336064338684,0.9435483813285828,0.166666641831398
0.08408477902412415,0.9686411023139954,0.3703702986240387,0.1245516985654831,0.9435483813285828,0.166666641831398
0.06949245929718018,0.9756097793579102,0.3296296000480652,0.10935790836811066,0.9435483813285828,0.166666641831398
0.06964889168739319,0.9721254110336304,0.3851851224899292,0.11802702397108078,0.9435483813285828,0.166666641831398
0.06792084127664566,0.9721254110336304,0.34814807772636414,0.11144401133060455,0.9435483813285828,0.166666641831398
0.0652763843536377,0.9721254110336304,0.3851851224899292,0.11050564795732498,0.9435483813285828,0.166666641831398
0.06390896439552307,0.9721254110336304,0.26851847767829895,0.11110299825668335,0.9435483813285828,0.166666641831398
0.059822309762239456,0.9756097793579102,0.3333333432674408,0.10083979368209839,0.9516128897666931,0.25
0.057585831731557846,0.9756097793579102,0.5740739703178406,0.11310631036758423,0.9435483813285828,0.166666641831398
0.056367985904216766,0.9686411023139954,0.333333283662796,0.09993066638708115,0.9516128897666931,0.25
0.06320985406637192,0.9756097793579102,0.4999999403953552,0.12210945039987564,0.9516128897666931,0.166666641831398
0.050706490874290466,0.9790940880775452,0.44708988070487976,0.08759690821170807,0.9677419066429138,0.5833332538604736
0.05202565714716911,0.9756097793579102,0.5185184478759766,0.1191084012389183,0.9516128897666931,0.166666641831398
0.04914598912000656,0.9790940880775452,0.4962962567806244,0.08334404975175858,0.9677419066429138,0.5833332538604736
0.0457817018032074,0.9756097793579102,0.47777774930000305,0.09674205631017685,0.9516128897666931,0.25
0.042949166148900986,0.9825783967971802,0.6481480598449707,0.09219393134117126,0.9516128897666931,0.25
0.043161895126104355,0.9825783967971802,0.5703703165054321,0.07808297127485275,0.9677419066429138,0.5833332538604736
0.03921794146299362,0.9825783967971802,0.5079364776611328,0.08918628096580505,0.9677419066429138,0.4999999403953552
0.040289901196956635,0.9825783967971802,0.6444443464279175,0.08770757913589478,0.9677419066429138,0.4999999403953552
0.03803153708577156,0.9860627055168152,0.7222221493721008,0.08229073137044907,0.9677419066429138,0.4999999403953552
0.03237903490662575,0.9860627055168152,0.613756537437439,0.07066790759563446,0.975806474685669,0.6666666269302368
0.027187073603272438,0.9860627055168152,0.37962958216667175,0.08414939045906067,0.9677419066429138,0.4999999403953552
0.024775775149464607,0.9895470142364502,0.6851851344108582,0.057677023112773895,0.9838709831237793,0.8333332538604736
0.02120925486087799,0.9895470142364502,0.4962962567806244,0.059574972838163376,0.9838709831237793,0.8333332538604736
0.017040928825736046,0.99303138256073,0.4814814329147339,0.05220148339867592,0.9838709831237793,0.8333332538604736
0.019894223660230637,0.99303138256073,0.6666666269302368,0.03618021309375763,0.9919354915618896,0.916666567325592
0.01334102638065815,1.0,0.5555555820465088,0.05696325749158859,0.975806474685669,0.6666666269302368
0.012553204782307148,0.99303138256073,0.5925925374031067,0.03828085958957672,0.9838709831237793,0.8749999403953552
0.01668994128704071,0.996515691280365,0.7777777314186096,0.09885357320308685,0.975806474685669,0.6666666269302368
0.007188629359006882,1.0,0.6666666269302368,0.027838926762342453,0.9919354915618896,0.916666567325592
0.005408017430454493,1.0,0.6666666269302368,0.09352467209100723,0.975806474685669,0.6666666269302368
0.015865512192249298,0.99303138256073,0.7555554509162903,0.04901294782757759,0.9838709831237793,0.8333332538604736
0.017794057726860046,0.996515691280365,0.5333332419395447,0.043450962752103806,0.9838709831237793,0.8999999165534973
0.016665717586874962,0.996515691280365,0.7555554509162903,0.06825966387987137,0.975806474685669,0.6666666269302368
0.006915475241839886,1.0,0.8888888359069824,0.04746701195836067,0.9919354915618896,0.916666567325592
0.004946306813508272,1.0,0.7777777314186096,0.03267641365528107,0.9919354915618896,0.916666567325592
0.0037569592241197824,1.0,0.6666666269302368,0.04711916297674179,0.9919354915618896,0.916666567325592
0.004488414619117975,1.0,0.6666666269302368,0.07674875110387802,0.975806474685669,0.6666666269302368
0.009681359864771366,0.99303138256073,0.613756537437439,0.02538534253835678,0.9919354915618896,0.916666567325592
0.0060945539735257626,0.996515691280365,0.851851761341095,0.029999515041708946,0.9919354915618896,0.916666567325592
0.007320779375731945,0.996515691280365,0.8666665554046631,0.0807204395532608,0.975806474685669,0.6666666269302368
0.01621161960065365,0.99303138256073,0.7396824359893799,0.023906346410512924,0.9919354915618896,0.916666567325592
0.006019113585352898,0.996515691280365,0.6666666269302368,0.08410151302814484,0.975806474685669,0.6666666269302368
0.003313865279778838,1.0,0.7777777314186096,0.033338285982608795,0.9919354915618896,0.916666567325592
0.005153855308890343,1.0,0.6666666269302368,0.06859976053237915,0.9838709831237793,0.8333332538604736
0.0015876579564064741,1.0,0.555555522441864,0.03496095538139343,0.9919354915618896,0.916666567325592
0.0019488901598379016,1.0,0.7777776718139648,0.049684569239616394,0.9919354915618896,0.916666567325592
0.0017515781801193953,1.0,0.6666666269302368,0.051750198006629944,0.9919354915618896,0.916666567325592
0.0014598702546209097,1.0,0.7777777314186096,0.045721713453531265,0.9919354915618896,0.916666567325592
0.0013052027206867933,1.0,0.8888888359069824,0.05372186005115509,0.9919354915618896,0.916666567325592
0.0010764336911961436,1.0,0.6666666269302368,0.046368252485990524,0.9919354915618896,0.916666567325592
0.0009401823044754565,1.0,0.9999998807907104,0.0539809949696064,0.9919354915618896,0.916666567325592
0.001035194960422814,1.0,0.8888887763023376,0.05559743568301201,0.9919354915618896,0.916666567325592
0.0008824191172607243,1.0,0.7777777314186096,0.04792102798819542,0.9919354915618896,0.916666567325592
0.0008361192885786295,1.0,0.7777776718139648,0.055575042963027954,0.9919354915618896,0.916666567325592
0.0007324852631427348,1.0,0.7777776718139648,0.05342964082956314,0.9919354915618896,0.916666567325592
0.0006877121049910784,1.0,0.6666666269302368,0.05525743588805199,0.9919354915618896,0.916666567325592
0.0006447518826462328,1.0,0.6666666269302368,0.0554361529648304,0.9919354915618896,0.916666567325592
0.0006203364464454353,1.0,0.7777777314186096,0.05748444423079491,0.9919354915618896,0.916666567325592
0.0005661093746311963,1.0,0.7777776718139648,0.055412307381629944,0.9919354915618896,0.916666567325592
0.000557477178517729,1.0,0.8888888359069824,0.05539952218532562,0.9919354915618896,0.916666567325592
0.0005193980177864432,1.0,0.4444443881511688,0.05984348803758621,0.9919354915618896,0.916666567325592
0.0005086411838419735,1.0,0.555555522441864,0.05959272012114525,0.9919354915618896,0.916666567325592
0.0005113871302455664,1.0,0.7777777314186096,0.058752864599227905,0.9919354915618896,0.916666567325592
0.0004451878776308149,1.0,0.7777777314186096,0.05843786522746086,0.9919354915618896,0.916666567325592
0.00042361728264950216,1.0,0.555555522441864,0.059572018682956696,0.9919354915618896,0.916666567325592
0.0004555035848170519,1.0,0.4444444477558136,0.06353750824928284,0.9919354915618896,0.916666567325592
0.0003964167844969779,1.0,0.8888887763023376,0.05898802727460861,0.9919354915618896,0.916666567325592
0.0003833862137980759,1.0,0.6666666269302368,0.060246024280786514,0.9919354915618896,0.916666567325592
0.0003563556238077581,1.0,0.8888887763023376,0.06236875057220459,0.9919354915618896,0.916666567325592
0.0003471595700830221,1.0,0.8888887763023376,0.06247170642018318,0.9919354915618896,0.916666567325592
0.000332178664393723,1.0,0.7777777314186096,0.062326837331056595,0.9919354915618896,0.916666567325592
0.00032863294472917914,1.0,0.7777777314186096,0.06180107221007347,0.9919354915618896,0.916666567325592
